"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover In Rs  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"RELIANCE","EQ","26-Sep-2024","2,987.90","2,981.30","3,008.00","2,976.10","3,008.00","2,995.90","2,994.82","94,09,499","28,17,97,60,605.20","2,59,792","63,88,610","67.90"
"RELIANCE","EQ","27-Sep-2024","2,995.90","2,998.00","3,066.95","2,984.00","3,047.05","3,052.35","3,024.87","1,02,98,739","31,15,23,28,126.20","3,28,612","71,92,739","69.84"
"RELIANCE","EQ","30-Sep-2024","3,052.35","3,038.80","3,049.95","2,948.80","2,958.00","2,953.15","2,977.44","1,35,04,407","40,20,86,25,079.45","4,31,656","97,72,452","72.36"
"RELIANCE","EQ","01-Oct-2024","2,953.15","2,961.30","2,975.90","2,925.65","2,927.00","2,929.65","2,938.60","82,15,821","24,14,29,92,536.60","3,30,546","58,33,186","71.00"
"RELIANCE","EQ","03-Oct-2024","2,929.65","2,873.15","2,898.80","2,804.15","2,813.95","2,813.95","2,846.93","1,88,78,647","53,74,62,34,225.65","6,89,559","1,33,01,627","70.46"
"RELIANCE","EQ","04-Oct-2024","2,813.95","2,807.85","2,834.70","2,763.55","2,771.50","2,773.05","2,796.15","1,85,36,438","51,83,07,08,670.55","5,34,690","1,09,30,510","58.97"
"RELIANCE","EQ","07-Oct-2024","2,773.05","2,787.00","2,793.00","2,722.75","2,740.70","2,741.45","2,750.92","1,10,90,670","30,50,95,18,408.05","4,23,167","78,80,470","71.05"
"RELIANCE","EQ","08-Oct-2024","2,741.45","2,745.95","2,802.00","2,730.20","2,798.95","2,794.70","2,768.60","85,10,404","23,56,19,05,588.15","3,58,981","52,45,628","61.64"
"RELIANCE","EQ","09-Oct-2024","2,794.70","2,795.05","2,801.95","2,745.00","2,748.00","2,749.20","2,773.49","71,55,305","19,84,51,68,137.95","3,58,324","46,24,596","64.63"
"RELIANCE","EQ","10-Oct-2024","2,749.20","2,760.05","2,772.00","2,738.85","2,742.50","2,742.10","2,749.69","1,11,79,323","30,73,96,75,824.55","3,64,305","80,88,422","72.35"
"RELIANCE","EQ","11-Oct-2024","2,742.10","2,740.00","2,766.55","2,737.65","2,749.00","2,744.20","2,751.19","39,90,061","10,97,74,31,923.95","1,97,702","18,59,446","46.60"
"RELIANCE","EQ","14-Oct-2024","2,744.20","2,758.90","2,760.15","2,736.50","2,745.50","2,745.05","2,746.12","61,10,716","16,78,07,32,590.05","2,33,903","41,47,617","67.87"
"RELIANCE","EQ","15-Oct-2024","2,745.05","2,717.05","2,743.40","2,681.40","2,688.60","2,688.05","2,708.71","1,68,81,397","45,72,68,23,453.35","6,02,869","1,11,51,853","66.06"
"RELIANCE","EQ","16-Oct-2024","2,688.05","2,680.00","2,728.00","2,675.25","2,709.40","2,708.15","2,696.84","1,00,17,219","27,01,48,52,678.00","3,56,705","62,61,479","62.51"
"RELIANCE","EQ","17-Oct-2024","2,708.15","2,731.40","2,736.90","2,704.10","2,713.30","2,712.85","2,718.84","77,71,830","21,13,03,92,926.65","3,83,984","49,06,216","63.13"
"RELIANCE","EQ","18-Oct-2024","2,712.85","2,704.35","2,736.85","2,682.65","2,717.00","2,718.60","2,713.87","60,41,226","16,39,51,16,698.50","2,95,032","31,08,315","51.45"
"RELIANCE","EQ","21-Oct-2024","2,718.60","2,734.25","2,748.00","2,715.45","2,736.00","2,738.40","2,734.41","70,33,704","19,23,30,63,988.40","2,28,845","47,05,858","66.90"
"RELIANCE","EQ","22-Oct-2024","2,738.40","2,738.40","2,752.00","2,680.45","2,684.15","2,686.70","2,707.80","79,15,980","21,43,48,71,569.75","3,63,161","51,47,016","65.02"
"RELIANCE","EQ","23-Oct-2024","2,686.70","2,675.00","2,714.95","2,670.00","2,682.35","2,677.05","2,688.32","86,07,371","23,13,93,46,660.10","3,37,356","54,62,528","63.46"
"RELIANCE","EQ","24-Oct-2024","2,677.05","2,670.55","2,687.40","2,646.25","2,678.90","2,679.60","2,668.53","1,10,77,967","29,56,19,35,442.55","3,45,601","72,70,549","65.63"
"RELIANCE","EQ","25-Oct-2024","2,679.60","2,687.00","2,688.70","2,644.00","2,656.30","2,655.70","2,659.80","92,98,748","24,73,28,26,126.10","3,88,238","59,55,260","64.04"
"RELIANCE","EQ","28-Oct-2024","2,655.70","1,337.00","1,353.00","1,322.10","1,335.00","1,334.35","1,337.70","1,08,24,350","14,47,97,33,719.25","3,68,817","65,28,553","60.31"
"RELIANCE","EQ","29-Oct-2024","1,334.35","1,328.10","1,343.20","1,320.30","1,340.00","1,340.00","1,331.46","1,20,08,361","15,98,86,83,034.00","4,36,915","78,68,884","65.53"
"RELIANCE","EQ","30-Oct-2024","1,340.00","1,335.00","1,350.00","1,325.35","1,344.85","1,343.90","1,341.16","1,19,84,423","16,07,30,73,274.15","2,95,954","75,01,497","62.59"
"RELIANCE","EQ","31-Oct-2024","1,343.90","1,340.00","1,343.00","1,326.15","1,332.00","1,332.05","1,334.14","93,31,650","12,44,97,44,606.90","4,14,741","61,20,942","65.59"
"RELIANCE","EQ","01-Nov-2024","1,332.05","1,333.05","1,341.95","1,333.00","1,338.40","1,338.65","1,338.89","21,27,335","2,84,82,64,119.80","1,27,374","14,96,974","70.37"
"RELIANCE","EQ","04-Nov-2024","1,338.65","1,337.85","1,340.00","1,285.10","1,298.50","1,302.15","1,301.44","1,97,96,890","25,76,44,50,096.55","5,54,958","1,08,30,488","54.71"
"RELIANCE","EQ","05-Nov-2024","1,302.15","1,293.00","1,309.55","1,286.15","1,307.50","1,305.30","1,297.87","1,62,67,479","21,11,31,19,455.50","3,71,758","93,88,843","57.72"
"RELIANCE","EQ","06-Nov-2024","1,305.30","1,310.00","1,328.30","1,300.20","1,326.00","1,325.35","1,315.57","2,16,25,209","28,44,95,04,045.35","3,49,627","1,38,15,044","63.88"
"RELIANCE","EQ","07-Nov-2024","1,325.35","1,324.00","1,324.00","1,302.60","1,305.00","1,305.65","1,308.97","96,11,974","12,58,18,00,339.00","2,61,277","57,53,322","59.86"
"RELIANCE","EQ","08-Nov-2024","1,305.65","1,297.65","1,301.65","1,275.00","1,280.20","1,283.75","1,284.01","1,98,14,406","25,44,19,00,935.60","4,77,001","1,23,81,972","62.49"
"RELIANCE","EQ","11-Nov-2024","1,283.75","1,278.95","1,286.00","1,267.00","1,273.40","1,272.70","1,275.44","90,56,552","11,55,10,68,872.50","2,86,019","50,20,499","55.43"
"RELIANCE","EQ","12-Nov-2024","1,272.70","1,275.55","1,289.30","1,267.50","1,269.50","1,274.25","1,277.82","1,06,71,091","13,63,56,94,812.30","2,99,780","56,61,871","53.06"
"RELIANCE","EQ","13-Nov-2024","1,274.25","1,270.25","1,275.45","1,249.50","1,252.70","1,252.05","1,258.62","1,46,33,633","18,41,82,08,535.90","4,69,215","93,21,511","63.70"
"RELIANCE","EQ","14-Nov-2024","1,252.05","1,253.60","1,272.60","1,251.10","1,266.90","1,267.60","1,263.73","1,26,12,633","15,93,89,29,092.75","3,01,253","69,76,289","55.31"
"RELIANCE","EQ","18-Nov-2024","1,267.60","1,267.60","1,272.90","1,243.90","1,259.15","1,260.75","1,258.64","1,36,20,611","17,14,35,01,436.40","3,01,906","83,67,305","61.43"
"RELIANCE","EQ","19-Nov-2024","1,260.75","1,260.75","1,281.50","1,235.15","1,237.40","1,241.65","1,265.50","1,41,83,746","17,94,94,63,404.35","3,55,649","87,27,273","61.53"
"RELIANCE","EQ","21-Nov-2024","1,241.65","1,241.65","1,243.95","1,217.25","1,220.45","1,223.00","1,224.92","1,94,33,843","23,80,49,02,094.90","5,53,410","1,18,29,284","60.87"
"RELIANCE","EQ","22-Nov-2024","1,223.00","1,229.40","1,268.85","1,222.45","1,264.00","1,265.40","1,247.09","2,04,71,957","25,53,04,60,769.30","3,23,219","1,29,48,565","63.25"
"RELIANCE","EQ","25-Nov-2024","1,265.40","1,290.00","1,304.45","1,282.45","1,290.95","1,287.00","1,291.52","2,89,23,341","37,35,50,89,803.05","3,90,544","1,74,23,873","60.24"
"RELIANCE","EQ","26-Nov-2024","1,287.00","1,294.95","1,297.85","1,284.20","1,295.60","1,295.70","1,292.03","92,47,557","11,94,81,33,607.60","2,18,738","55,67,334","60.20"
"RELIANCE","EQ","27-Nov-2024","1,295.70","1,293.50","1,303.85","1,286.00","1,293.40","1,293.20","1,293.84","95,72,746","12,38,56,14,506.45","1,96,614","51,87,301","54.19"
"RELIANCE","EQ","28-Nov-2024","1,293.20","1,289.95","1,296.60","1,269.05","1,272.75","1,270.80","1,280.74","1,50,27,412","19,24,61,53,609.30","3,11,959","90,97,251","60.54"
"RELIANCE","EQ","29-Nov-2024","1,270.80","1,280.00","1,299.50","1,275.25","1,291.50","1,292.20","1,290.83","1,32,02,307","17,04,19,75,591.70","2,80,529","73,50,281","55.67"
"RELIANCE","EQ","02-Dec-2024","1,292.20","1,288.00","1,311.35","1,277.05","1,310.60","1,309.15","1,298.60","1,10,24,152","14,31,59,72,962.55","2,72,825","50,90,869","46.18"
"RELIANCE","EQ","03-Dec-2024","1,309.15","1,317.00","1,326.80","1,307.00","1,325.05","1,323.30","1,320.68","1,68,69,482","22,27,92,47,257.55","3,49,204","1,22,30,775","72.50"
"RELIANCE","EQ","04-Dec-2024","1,323.30","1,326.00","1,328.40","1,304.05","1,309.50","1,308.95","1,310.74","1,96,08,540","25,70,17,43,568.80","2,50,873","1,40,47,215","71.64"
"RELIANCE","EQ","05-Dec-2024","1,308.95","1,314.35","1,329.95","1,306.15","1,320.90","1,322.05","1,319.78","1,68,58,723","22,24,98,86,629.55","3,09,667","79,09,470","46.92"
"RELIANCE","EQ","06-Dec-2024","1,322.05","1,323.90","1,323.90","1,310.00","1,311.60","1,311.55","1,314.49","90,37,514","11,87,97,01,933.90","1,93,736","55,46,164","61.37"
"RELIANCE","EQ","09-Dec-2024","1,311.55","1,303.00","1,315.00","1,293.10","1,296.40","1,295.15","1,304.10","1,46,50,002","19,10,51,10,924.90","2,02,850","99,86,486","68.17"
"RELIANCE","EQ","10-Dec-2024","1,295.15","1,289.25","1,294.90","1,280.20","1,285.95","1,284.85","1,286.46","1,60,43,729","20,63,95,94,557.20","4,56,341","1,17,83,897","73.45"
"RELIANCE","EQ","11-Dec-2024","1,284.85","1,285.00","1,290.00","1,276.05","1,279.00","1,278.20","1,282.33","1,17,24,373","15,03,44,57,832.65","2,72,365","81,34,158","69.38"
"RELIANCE","EQ","12-Dec-2024","1,278.20","1,270.00","1,278.20","1,260.60","1,261.30","1,262.90","1,265.58","2,09,06,813","26,45,91,66,488.55","3,63,205","1,38,08,070","66.05"
"RELIANCE","EQ","13-Dec-2024","1,262.90","1,260.00","1,275.20","1,239.60","1,274.45","1,272.85","1,257.50","2,86,30,222","36,00,26,21,429.30","4,82,467","1,77,92,504","62.15"
"RELIANCE","EQ","16-Dec-2024","1,272.85","1,275.00","1,281.00","1,266.55","1,268.40","1,268.30","1,271.94","94,86,781","12,06,66,29,924.30","2,24,571","55,73,377","58.75"
"RELIANCE","EQ","17-Dec-2024","1,268.30","1,261.05","1,263.90","1,242.80","1,244.70","1,245.30","1,249.22","1,74,62,791","21,81,47,94,516.85","4,81,698","1,11,18,567","63.67"
"RELIANCE","EQ","18-Dec-2024","1,245.30","1,240.65","1,259.95","1,240.65","1,254.35","1,253.25","1,252.58","1,26,70,179","15,87,03,98,087.10","2,66,155","69,88,693","55.16"
"RELIANCE","EQ","19-Dec-2024","1,253.25","1,239.00","1,244.90","1,229.00","1,230.50","1,230.45","1,235.73","1,42,44,653","17,60,25,40,036.00","5,03,893","93,61,064","65.72"
"RELIANCE","EQ","20-Dec-2024","1,230.45","1,224.00","1,239.50","1,201.50","1,206.00","1,205.30","1,215.95","2,03,12,896","24,69,94,97,247.50","4,99,900","1,24,54,242","61.31"
"RELIANCE","EQ","23-Dec-2024","1,205.30","1,215.00","1,227.20","1,213.20","1,223.85","1,222.30","1,219.77","1,00,52,824","12,26,20,91,651.05","2,58,756","61,31,121","60.99"
"RELIANCE","EQ","24-Dec-2024","1,222.30","1,222.30","1,233.55","1,221.00","1,224.20","1,222.75","1,227.14","67,34,917","8,26,46,75,853.25","2,07,746","34,47,162","51.18"
"RELIANCE","EQ","26-Dec-2024","1,222.75","1,224.25","1,227.70","1,214.25","1,217.00","1,216.55","1,219.74","1,00,16,178","12,21,71,76,986.80","2,56,436","62,29,245","62.19"
"RELIANCE","EQ","27-Dec-2024","1,216.55","1,218.30","1,227.90","1,217.00","1,221.50","1,221.05","1,223.20","70,00,397","8,56,28,95,530.20","1,74,882","41,47,537","59.25"
"RELIANCE","EQ","30-Dec-2024","1,221.05","1,216.40","1,223.20","1,208.10","1,211.50","1,210.70","1,214.71","88,18,766","10,71,22,29,377.50","3,08,317","53,71,141","60.91"
"RELIANCE","EQ","31-Dec-2024","1,210.70","1,208.00","1,219.10","1,206.15","1,216.40","1,215.45","1,213.08","64,05,475","7,77,03,38,353.90","1,80,916","33,53,131","52.35"
"RELIANCE","EQ","01-Jan-2025","1,215.45","1,214.85","1,226.30","1,211.60","1,222.75","1,221.25","1,221.01","58,92,590","7,19,48,99,836.45","1,38,528","27,46,921","46.62"
"RELIANCE","EQ","02-Jan-2025","1,221.25","1,221.25","1,244.45","1,220.00","1,240.55","1,241.80","1,234.32","1,54,86,276","19,11,50,27,208.35","2,71,108","97,71,015","63.09"
"RELIANCE","EQ","03-Jan-2025","1,241.80","1,243.90","1,262.05","1,235.50","1,249.85","1,251.15","1,250.34","1,55,21,102","19,40,67,15,598.75","2,77,290","90,35,649","58.22"
"RELIANCE","EQ","06-Jan-2025","1,251.15","1,253.95","1,262.00","1,215.00","1,216.25","1,218.00","1,235.67","1,48,16,766","18,30,86,52,263.95","3,17,843","88,15,355","59.50"
"RELIANCE","EQ","07-Jan-2025","1,218.00","1,222.00","1,244.50","1,221.25","1,239.95","1,240.85","1,237.63","1,00,70,505","12,46,35,97,633.45","2,16,620","63,59,466","63.15"
"RELIANCE","EQ","08-Jan-2025","1,240.85","1,249.00","1,271.05","1,245.35","1,261.35","1,265.50","1,263.24","1,93,46,579","24,43,93,45,120.55","5,31,488","1,23,39,259","63.78"
"RELIANCE","EQ","09-Jan-2025","1,265.50","1,267.00","1,269.75","1,248.05","1,256.80","1,254.75","1,257.46","1,27,94,704","16,08,88,82,554.20","3,90,501","78,66,010","61.48"
"RELIANCE","EQ","10-Jan-2025","1,254.75","1,253.85","1,256.75","1,236.00","1,245.55","1,241.90","1,245.97","81,20,332","10,11,76,85,547.70","3,40,024","51,57,757","63.52"
"RELIANCE","EQ","13-Jan-2025","1,241.90","1,230.00","1,245.25","1,226.40","1,240.75","1,239.85","1,238.10","1,37,64,861","17,04,22,74,859.85","3,98,257","97,83,488","71.08"
"RELIANCE","EQ","14-Jan-2025","1,239.85","1,244.10","1,253.35","1,227.25","1,239.00","1,238.75","1,236.46","1,30,95,266","16,19,17,65,836.20","2,78,977","80,16,799","61.22"
"RELIANCE","EQ","15-Jan-2025","1,238.75","1,244.95","1,257.00","1,241.85","1,252.00","1,252.20","1,250.11","95,78,856","11,97,46,00,753.05","2,20,174","62,44,396","65.19"
"RELIANCE","EQ","16-Jan-2025","1,252.20","1,258.90","1,275.00","1,251.30","1,275.00","1,266.45","1,262.86","1,41,17,603","17,82,84,86,685.90","2,07,451","93,06,492","65.92"
"RELIANCE","EQ","17-Jan-2025","1,266.45","1,322.25","1,326.00","1,285.00","1,300.00","1,302.35","1,300.80","2,93,66,277","38,19,97,28,794.40","5,94,018","1,56,34,926","53.24"
"RELIANCE","EQ","20-Jan-2025","1,302.35","1,316.00","1,316.00","1,300.25","1,304.00","1,305.45","1,307.82","1,40,40,244","18,36,20,47,246.70","2,80,553","1,06,32,935","75.73"
"RELIANCE","EQ","21-Jan-2025","1,305.45","1,310.50","1,313.00","1,270.20","1,277.60","1,273.70","1,284.79","1,45,62,976","18,71,03,66,859.10","3,25,783","67,49,191","46.34"
"RELIANCE","EQ","22-Jan-2025","1,273.70","1,278.30","1,282.90","1,268.70","1,278.00","1,277.10","1,276.09","1,02,73,590","13,11,00,04,094.65","2,39,816","67,18,929","65.40"
"RELIANCE","BL","23-Jan-2025","2,393.90","1,263.20","1,263.20","1,263.20","1,263.20","1,263.20","1,263.20","10,96,295","1,38,48,39,844.00","1","-","-"
"RELIANCE","EQ","23-Jan-2025","1,277.10","1,270.00","1,277.35","1,261.60","1,264.90","1,263.65","1,267.52","87,20,682","11,05,36,24,692.80","1,88,421","54,06,848","62.00"
"RELIANCE","EQ","24-Jan-2025","1,263.65","1,266.00","1,273.00","1,243.50","1,244.45","1,246.30","1,252.27","1,42,35,970","17,82,72,72,395.00","2,63,461","1,00,50,105","70.60"
"RELIANCE","EQ","27-Jan-2025","1,246.30","1,239.10","1,240.45","1,220.00","1,229.00","1,229.35","1,229.35","95,36,019","11,72,31,27,883.65","3,68,025","56,19,689","58.93"
"RELIANCE","EQ","28-Jan-2025","1,229.35","1,238.00","1,244.75","1,218.50","1,235.00","1,234.40","1,232.65","1,05,68,025","13,02,66,73,067.35","2,86,863","50,69,011","47.97"
"RELIANCE","EQ","29-Jan-2025","1,234.40","1,236.00","1,242.75","1,228.05","1,237.25","1,235.50","1,236.66","59,28,156","7,33,11,19,895.80","1,67,073","30,43,758","51.34"
"RELIANCE","EQ","30-Jan-2025","1,235.50","1,235.55","1,257.00","1,232.40","1,253.15","1,253.05","1,249.15","92,69,259","11,57,86,93,152.95","2,27,871","48,51,304","52.34"
"RELIANCE","EQ","31-Jan-2025","1,253.05","1,255.85","1,267.00","1,249.00","1,266.00","1,265.10","1,261.32","65,84,612","8,30,52,91,978.45","1,69,481","39,46,480","59.93"
"RELIANCE","EQ","01-Feb-2025","1,265.10","1,265.10","1,270.55","1,241.00","1,264.00","1,264.60","1,260.42","71,18,453","8,97,22,48,877.35","1,43,258","38,97,425","54.75"
"RELIANCE","EQ","03-Feb-2025","1,264.60","1,251.00","1,256.00","1,237.55","1,247.00","1,245.90","1,247.14","92,52,345","11,53,89,63,041.00","2,68,425","58,57,587","63.31"
"RELIANCE","EQ","04-Feb-2025","1,245.90","1,248.05","1,288.80","1,246.60","1,282.90","1,285.20","1,273.65","1,66,91,069","21,25,84,96,964.75","3,23,415","1,10,61,482","66.27"
"RELIANCE","EQ","05-Feb-2025","1,285.20","1,282.65","1,290.50","1,276.70","1,278.50","1,278.20","1,281.97","1,01,12,028","12,96,33,36,513.05","2,19,550","69,85,210","69.08"
"RELIANCE","EQ","06-Feb-2025","1,278.20","1,273.70","1,288.00","1,270.35","1,283.00","1,281.55","1,279.27","99,56,001","12,73,63,85,821.45","2,17,888","49,37,305","49.59"
"RELIANCE","EQ","07-Feb-2025","1,281.55","1,276.15","1,283.70","1,262.00","1,266.50","1,266.70","1,270.98","87,64,283","11,13,92,40,963.05","1,74,531","55,91,594","63.80"
"RELIANCE","EQ","10-Feb-2025","1,266.70","1,264.50","1,266.50","1,245.55","1,254.65","1,253.65","1,251.52","69,70,972","8,72,42,86,360.55","1,73,316","41,94,326","60.17"
"RELIANCE","EQ","11-Feb-2025","1,253.65","1,264.55","1,264.55","1,230.10","1,237.55","1,234.85","1,244.26","88,59,714","11,02,37,57,522.95","2,40,683","39,30,056","44.36"
"RELIANCE","EQ","12-Feb-2025","1,234.85","1,219.45","1,226.90","1,193.35","1,217.05","1,216.55","1,211.39","2,11,31,654","25,59,86,19,531.25","4,04,276","1,19,59,395","56.59"
"RELIANCE","EQ","13-Feb-2025","1,216.55","1,217.05","1,228.00","1,212.00","1,216.20","1,216.10","1,219.60","85,11,216","10,38,02,76,762.25","2,66,249","42,74,015","50.22"
"RELIANCE","EQ","14-Feb-2025","1,216.10","1,219.00","1,224.00","1,205.45","1,214.75","1,217.25","1,215.10","1,02,98,145","12,51,32,77,266.75","2,02,314","66,13,749","64.22"
"RELIANCE","EQ","17-Feb-2025","1,217.25","1,211.10","1,227.50","1,204.50","1,225.45","1,224.90","1,219.62","81,66,683","9,96,02,41,446.85","2,20,670","44,47,866","54.46"
"RELIANCE","EQ","18-Feb-2025","1,224.90","1,224.85","1,229.90","1,216.10","1,223.95","1,225.40","1,223.94","66,73,250","8,16,76,61,853.95","1,81,273","36,55,419","54.78"
"RELIANCE","EQ","19-Feb-2025","1,225.40","1,219.50","1,232.75","1,217.55","1,226.30","1,227.45","1,226.67","62,17,338","7,62,66,01,753.25","1,78,165","34,46,716","55.44"
"RELIANCE","EQ","20-Feb-2025","1,227.45","1,223.95","1,239.35","1,222.00","1,232.00","1,233.00","1,233.94","77,95,582","9,61,92,77,166.50","1,62,561","54,39,316","69.77"
"RELIANCE","EQ","21-Feb-2025","1,233.00","1,228.70","1,240.00","1,222.15","1,226.90","1,228.15","1,231.37","69,04,025","8,50,13,82,497.70","2,13,824","41,60,538","60.26"
"RELIANCE","EQ","24-Feb-2025","1,228.15","1,216.55","1,223.25","1,210.50","1,215.00","1,214.55","1,215.90","71,72,498","8,72,10,21,715.35","2,00,264","42,72,207","59.56"
"RELIANCE","EQ","25-Feb-2025","1,214.55","1,211.00","1,221.00","1,201.50","1,202.00","1,204.00","1,209.60","1,15,52,182","13,97,34,92,939.80","2,13,192","67,16,903","58.14"
"RELIANCE","EQ","27-Feb-2025","1,204.00","1,212.80","1,215.00","1,200.65","1,208.00","1,207.10","1,206.31","1,15,09,215","13,88,36,37,029.45","2,36,188","79,94,875","69.46"
"RELIANCE","EQ","28-Feb-2025","1,207.10","1,202.00","1,217.35","1,193.30","1,198.00","1,200.10","1,205.62","2,30,07,298","27,73,81,25,737.60","3,55,378","1,52,67,608","66.36"
"RELIANCE","EQ","03-Mar-2025","1,200.10","1,204.00","1,206.45","1,156.00","1,174.00","1,171.25","1,168.57","1,79,44,938","20,96,99,45,818.55","6,82,013","1,08,38,548","60.40"
"RELIANCE","EQ","04-Mar-2025","1,171.25","1,162.20","1,174.00","1,159.55","1,160.45","1,161.90","1,164.92","1,13,77,373","13,25,37,11,939.15","2,75,459","72,03,207","63.31"
"RELIANCE","EQ","05-Mar-2025","1,161.90","1,161.00","1,183.00","1,157.00","1,177.15","1,175.60","1,173.40","86,64,095","10,16,64,51,492.55","1,96,774","44,98,908","51.93"
"RELIANCE","EQ","06-Mar-2025","1,175.60","1,197.00","1,213.95","1,185.15","1,211.50","1,209.60","1,199.05","1,44,68,014","17,34,79,17,723.20","2,50,467","61,91,944","42.80"
"RELIANCE","EQ","07-Mar-2025","1,209.60","1,216.00","1,254.80","1,212.00","1,246.40","1,249.80","1,243.95","1,64,74,965","20,49,40,65,096.80","4,24,924","87,40,655","53.05"
"RELIANCE","EQ","10-Mar-2025","1,249.80","1,245.00","1,258.00","1,235.40","1,237.70","1,238.40","1,245.85","1,19,31,051","14,86,43,40,065.65","2,88,299","76,59,549","64.20"
"RELIANCE","EQ","11-Mar-2025","1,238.40","1,240.00","1,249.50","1,229.75","1,247.25","1,247.30","1,241.71","1,00,89,838","12,52,86,23,904.20","1,55,065","66,03,639","65.45"
"RELIANCE","EQ","12-Mar-2025","1,247.30","1,258.00","1,263.00","1,244.00","1,255.95","1,257.05","1,252.97","1,19,77,555","15,00,75,14,668.90","1,61,536","79,08,748","66.03"
"RELIANCE","EQ","13-Mar-2025","1,257.05","1,260.05","1,264.15","1,243.85","1,246.65","1,247.90","1,254.23","95,05,270","11,92,17,66,653.80","1,94,588","59,26,669","62.35"
"RELIANCE","EQ","17-Mar-2025","1,247.90","1,242.15","1,257.40","1,233.10","1,241.55","1,238.85","1,239.76","1,66,40,952","20,63,08,43,725.15","2,69,824","1,16,22,060","69.84"
"RELIANCE","BL","18-Mar-2025","1,263.20","1,238.85","1,238.85","1,238.85","1,238.85","1,238.85","1,238.85","1,70,000","21,06,04,500.00","1","-","-"
"RELIANCE","EQ","18-Mar-2025","1,238.85","1,244.70","1,248.35","1,235.00","1,239.95","1,238.80","1,238.98","1,57,45,877","19,50,88,93,454.65","3,12,315","1,13,65,688","72.18"
"RELIANCE","EQ","19-Mar-2025","1,238.80","1,241.05","1,253.25","1,238.80","1,248.00","1,247.15","1,247.22","1,61,62,399","20,15,80,06,340.60","2,17,782","1,13,44,685","70.19"
"RELIANCE","EQ","20-Mar-2025","1,247.15","1,251.85","1,273.00","1,250.05","1,268.20","1,269.15","1,262.54","1,59,71,477","20,16,45,61,988.35","2,19,527","1,05,72,577","66.20"
"RELIANCE","EQ","21-Mar-2025","1,269.15","1,275.00","1,281.00","1,270.10","1,277.50","1,276.35","1,276.34","2,17,80,769","27,79,96,53,516.40","2,30,001","1,69,03,830","77.61"
"RELIANCE","EQ","24-Mar-2025","1,276.35","1,291.00","1,306.00","1,284.25","1,302.65","1,302.10","1,297.38","2,02,99,319","26,33,59,01,171.15","3,47,056","1,50,93,135","74.35"
"RELIANCE","EQ","25-Mar-2025","1,302.10","1,307.70","1,307.70","1,282.60","1,285.25","1,285.45","1,290.63","1,37,13,899","17,69,95,68,389.85","2,71,251","74,10,789","54.04"
"RELIANCE","EQ","26-Mar-2025","1,285.45","1,291.00","1,293.80","1,268.75","1,270.90","1,273.05","1,279.04","1,20,74,747","15,44,40,62,345.35","2,92,138","81,21,899","67.26"